"response_id","pair_id","prompt_condition","formalised_argumentation_requested","generation_number","randomised_call_order"
"SFR_V3_RECOMMENDED_G0196_AO","sami_father_v3_0196","answer_only","0","196","285"
"SFR_V3_RECOMMENDED_G0005_FA","sami_father_v3_0005","formalised_argumentation","1","5","286"
"SFR_V3_RECOMMENDED_G0205_AO","sami_father_v3_0205","answer_only","0","205","287"
"SFR_V3_RECOMMENDED_G0191_FA","sami_father_v3_0191","formalised_argumentation","1","191","288"
"SFR_V3_RECOMMENDED_G0088_AO","sami_father_v3_0088","answer_only","0","88","289"
"SFR_V3_RECOMMENDED_G0107_AO","sami_father_v3_0107","answer_only","0","107","290"
"SFR_V3_RECOMMENDED_G0036_FA","sami_father_v3_0036","formalised_argumentation","1","36","291"
"SFR_V3_RECOMMENDED_G0095_AO","sami_father_v3_0095","answer_only","0","95","292"
"SFR_V3_RECOMMENDED_G0225_AO","sami_father_v3_0225","answer_only","0","225","293"
"SFR_V3_RECOMMENDED_G0089_FA","sami_father_v3_0089","formalised_argumentation","1","89","294"
"SFR_V3_RECOMMENDED_G0172_AO","sami_father_v3_0172","answer_only","0","172","295"
"SFR_V3_RECOMMENDED_G0246_FA","sami_father_v3_0246","formalised_argumentation","1","246","296"
"SFR_V3_RECOMMENDED_G0138_FA","sami_father_v3_0138","formalised_argumentation","1","138","297"
"SFR_V3_RECOMMENDED_G0138_AO","sami_father_v3_0138","answer_only","0","138","298"
"SFR_V3_RECOMMENDED_G0194_FA","sami_father_v3_0194","formalised_argumentation","1","194","299"
"SFR_V3_RECOMMENDED_G0215_FA","sami_father_v3_0215","formalised_argumentation","1","215","300"
"SFR_V3_RECOMMENDED_G0084_AO","sami_father_v3_0084","answer_only","0","84","301"
"SFR_V3_RECOMMENDED_G0116_AO","sami_father_v3_0116","answer_only","0","116","302"
"SFR_V3_RECOMMENDED_G0185_AO","sami_father_v3_0185","answer_only","0","185","303"
"SFR_V3_RECOMMENDED_G0108_FA","sami_father_v3_0108","formalised_argumentation","1","108","304"
"SFR_V3_RECOMMENDED_G0263_FA","sami_father_v3_0263","formalised_argumentation","1","263","305"
"SFR_V3_RECOMMENDED_G0091_AO","sami_father_v3_0091","answer_only","0","91","306"
"SFR_V3_RECOMMENDED_G0222_FA","sami_father_v3_0222","formalised_argumentation","1","222","307"
"SFR_V3_RECOMMENDED_G0112_AO","sami_father_v3_0112","answer_only","0","112","308"
"SFR_V3_RECOMMENDED_G0091_FA","sami_father_v3_0091","formalised_argumentation","1","91","309"
"SFR_V3_RECOMMENDED_G0183_AO","sami_father_v3_0183","answer_only","0","183","310"
"SFR_V3_RECOMMENDED_G0011_AO","sami_father_v3_0011","answer_only","0","11","311"
"SFR_V3_RECOMMENDED_G0144_AO","sami_father_v3_0144","answer_only","0","144","312"
"SFR_V3_RECOMMENDED_G0257_FA","sami_father_v3_0257","formalised_argumentation","1","257","313"
"SFR_V3_RECOMMENDED_G0214_FA","sami_father_v3_0214","formalised_argumentation","1","214","314"
"SFR_V3_RECOMMENDED_G0286_AO","sami_father_v3_0286","answer_only","0","286","315"
"SFR_V3_RECOMMENDED_G0040_FA","sami_father_v3_0040","formalised_argumentation","1","40","316"
"SFR_V3_RECOMMENDED_G0270_AO","sami_father_v3_0270","answer_only","0","270","317"
"SFR_V3_RECOMMENDED_G0282_AO","sami_father_v3_0282","answer_only","0","282","318"
"SFR_V3_RECOMMENDED_G0181_FA","sami_father_v3_0181","formalised_argumentation","1","181","319"
"SFR_V3_RECOMMENDED_G0160_AO","sami_father_v3_0160","answer_only","0","160","320"
"SFR_V3_RECOMMENDED_G0002_AO","sami_father_v3_0002","answer_only","0","2","321"
"SFR_V3_RECOMMENDED_G0027_AO","sami_father_v3_0027","answer_only","0","27","322"
"SFR_V3_RECOMMENDED_G0128_FA","sami_father_v3_0128","formalised_argumentation","1","128","323"
"SFR_V3_RECOMMENDED_G0009_FA","sami_father_v3_0009","formalised_argumentation","1","9","324"
"SFR_V3_RECOMMENDED_G0201_FA","sami_father_v3_0201","formalised_argumentation","1","201","325"
"SFR_V3_RECOMMENDED_G0010_AO","sami_father_v3_0010","answer_only","0","10","326"
"SFR_V3_RECOMMENDED_G0005_AO","sami_father_v3_0005","answer_only","0","5","327"
"SFR_V3_RECOMMENDED_G0001_AO","sami_father_v3_0001","answer_only","0","1","328"
"SFR_V3_RECOMMENDED_G0139_FA","sami_father_v3_0139","formalised_argumentation","1","139","329"
"SFR_V3_RECOMMENDED_G0013_AO","sami_father_v3_0013","answer_only","0","13","330"
"SFR_V3_RECOMMENDED_G0171_AO","sami_father_v3_0171","answer_only","0","171","331"
"SFR_V3_RECOMMENDED_G0269_FA","sami_father_v3_0269","formalised_argumentation","1","269","332"
"SFR_V3_RECOMMENDED_G0074_FA","sami_father_v3_0074","formalised_argumentation","1","74","333"
"SFR_V3_RECOMMENDED_G0279_FA","sami_father_v3_0279","formalised_argumentation","1","279","334"
"SFR_V3_RECOMMENDED_G0269_AO","sami_father_v3_0269","answer_only","0","269","335"
"SFR_V3_RECOMMENDED_G0132_FA","sami_father_v3_0132","formalised_argumentation","1","132","336"
"SFR_V3_RECOMMENDED_G0190_AO","sami_father_v3_0190","answer_only","0","190","337"
"SFR_V3_RECOMMENDED_G0276_AO","sami_father_v3_0276","answer_only","0","276","338"
"SFR_V3_RECOMMENDED_G0073_FA","sami_father_v3_0073","formalised_argumentation","1","73","339"
"SFR_V3_RECOMMENDED_G0038_FA","sami_father_v3_0038","formalised_argumentation","1","38","340"
"SFR_V3_RECOMMENDED_G0159_FA","sami_father_v3_0159","formalised_argumentation","1","159","341"
"SFR_V3_RECOMMENDED_G0075_FA","sami_father_v3_0075","formalised_argumentation","1","75","342"
"SFR_V3_RECOMMENDED_G0237_FA","sami_father_v3_0237","formalised_argumentation","1","237","343"
"SFR_V3_RECOMMENDED_G0279_AO","sami_father_v3_0279","answer_only","0","279","344"
"SFR_V3_RECOMMENDED_G0050_FA","sami_father_v3_0050","formalised_argumentation","1","50","345"
"SFR_V3_RECOMMENDED_G0059_FA","sami_father_v3_0059","formalised_argumentation","1","59","346"
"SFR_V3_RECOMMENDED_G0040_AO","sami_father_v3_0040","answer_only","0","40","347"
"SFR_V3_RECOMMENDED_G0101_AO","sami_father_v3_0101","answer_only","0","101","348"
"SFR_V3_RECOMMENDED_G0047_FA","sami_father_v3_0047","formalised_argumentation","1","47","349"
"SFR_V3_RECOMMENDED_G0185_FA","sami_father_v3_0185","formalised_argumentation","1","185","350"
"SFR_V3_RECOMMENDED_G0129_AO","sami_father_v3_0129","answer_only","0","129","351"
"SFR_V3_RECOMMENDED_G0041_AO","sami_father_v3_0041","answer_only","0","41","352"
"SFR_V3_RECOMMENDED_G0079_FA","sami_father_v3_0079","formalised_argumentation","1","79","353"
"SFR_V3_RECOMMENDED_G0207_AO","sami_father_v3_0207","answer_only","0","207","354"
"SFR_V3_RECOMMENDED_G0233_FA","sami_father_v3_0233","formalised_argumentation","1","233","355"
"SFR_V3_RECOMMENDED_G0168_AO","sami_father_v3_0168","answer_only","0","168","356"
"SFR_V3_RECOMMENDED_G0065_FA","sami_father_v3_0065","formalised_argumentation","1","65","357"
"SFR_V3_RECOMMENDED_G0209_FA","sami_father_v3_0209","formalised_argumentation","1","209","358"
"SFR_V3_RECOMMENDED_G0109_FA","sami_father_v3_0109","formalised_argumentation","1","109","359"
"SFR_V3_RECOMMENDED_G0066_FA","sami_father_v3_0066","formalised_argumentation","1","66","360"
"SFR_V3_RECOMMENDED_G0251_FA","sami_father_v3_0251","formalised_argumentation","1","251","361"
"SFR_V3_RECOMMENDED_G0026_FA","sami_father_v3_0026","formalised_argumentation","1","26","362"
"SFR_V3_RECOMMENDED_G0229_FA","sami_father_v3_0229","formalised_argumentation","1","229","363"
"SFR_V3_RECOMMENDED_G0173_FA","sami_father_v3_0173","formalised_argumentation","1","173","364"
"SFR_V3_RECOMMENDED_G0176_FA","sami_father_v3_0176","formalised_argumentation","1","176","365"
"SFR_V3_RECOMMENDED_G0248_AO","sami_father_v3_0248","answer_only","0","248","366"
"SFR_V3_RECOMMENDED_G0189_FA","sami_father_v3_0189","formalised_argumentation","1","189","367"
"SFR_V3_RECOMMENDED_G0046_AO","sami_father_v3_0046","answer_only","0","46","368"
"SFR_V3_RECOMMENDED_G0069_FA","sami_father_v3_0069","formalised_argumentation","1","69","369"
"SFR_V3_RECOMMENDED_G0102_AO","sami_father_v3_0102","answer_only","0","102","370"
"SFR_V3_RECOMMENDED_G0171_FA","sami_father_v3_0171","formalised_argumentation","1","171","371"
"SFR_V3_RECOMMENDED_G0191_AO","sami_father_v3_0191","answer_only","0","191","372"
"SFR_V3_RECOMMENDED_G0042_AO","sami_father_v3_0042","answer_only","0","42","373"
"SFR_V3_RECOMMENDED_G0063_FA","sami_father_v3_0063","formalised_argumentation","1","63","374"
"SFR_V3_RECOMMENDED_G0024_AO","sami_father_v3_0024","answer_only","0","24","375"
"SFR_V3_RECOMMENDED_G0264_FA","sami_father_v3_0264","formalised_argumentation","1","264","376"
"SFR_V3_RECOMMENDED_G0081_FA","sami_father_v3_0081","formalised_argumentation","1","81","377"
"SFR_V3_RECOMMENDED_G0186_AO","sami_father_v3_0186","answer_only","0","186","378"
"SFR_V3_RECOMMENDED_G0125_AO","sami_father_v3_0125","answer_only","0","125","379"
"SFR_V3_RECOMMENDED_G0267_FA","sami_father_v3_0267","formalised_argumentation","1","267","380"
"SFR_V3_RECOMMENDED_G0153_AO","sami_father_v3_0153","answer_only","0","153","381"
"SFR_V3_RECOMMENDED_G0045_FA","sami_father_v3_0045","formalised_argumentation","1","45","382"
"SFR_V3_RECOMMENDED_G0280_AO","sami_father_v3_0280","answer_only","0","280","383"
"SFR_V3_RECOMMENDED_G0250_FA","sami_father_v3_0250","formalised_argumentation","1","250","384"
"SFR_V3_RECOMMENDED_G0104_AO","sami_father_v3_0104","answer_only","0","104","385"
"SFR_V3_RECOMMENDED_G0223_AO","sami_father_v3_0223","answer_only","0","223","386"
"SFR_V3_RECOMMENDED_G0201_AO","sami_father_v3_0201","answer_only","0","201","387"
"SFR_V3_RECOMMENDED_G0155_FA","sami_father_v3_0155","formalised_argumentation","1","155","388"
"SFR_V3_RECOMMENDED_G0189_AO","sami_father_v3_0189","answer_only","0","189","389"
"SFR_V3_RECOMMENDED_G0072_AO","sami_father_v3_0072","answer_only","0","72","390"
"SFR_V3_RECOMMENDED_G0173_AO","sami_father_v3_0173","answer_only","0","173","391"
"SFR_V3_RECOMMENDED_G0100_FA","sami_father_v3_0100","formalised_argumentation","1","100","392"
"SFR_V3_RECOMMENDED_G0234_AO","sami_father_v3_0234","answer_only","0","234","393"
"SFR_V3_RECOMMENDED_G0076_FA","sami_father_v3_0076","formalised_argumentation","1","76","394"
"SFR_V3_RECOMMENDED_G0215_AO","sami_father_v3_0215","answer_only","0","215","395"
"SFR_V3_RECOMMENDED_G0077_FA","sami_father_v3_0077","formalised_argumentation","1","77","396"
"SFR_V3_RECOMMENDED_G0017_FA","sami_father_v3_0017","formalised_argumentation","1","17","397"
"SFR_V3_RECOMMENDED_G0195_FA","sami_father_v3_0195","formalised_argumentation","1","195","398"
"SFR_V3_RECOMMENDED_G0219_FA","sami_father_v3_0219","formalised_argumentation","1","219","399"
"SFR_V3_RECOMMENDED_G0165_AO","sami_father_v3_0165","answer_only","0","165","400"
"SFR_V3_RECOMMENDED_G0097_FA","sami_father_v3_0097","formalised_argumentation","1","97","401"
"SFR_V3_RECOMMENDED_G0130_FA","sami_father_v3_0130","formalised_argumentation","1","130","402"
"SFR_V3_RECOMMENDED_G0030_AO","sami_father_v3_0030","answer_only","0","30","403"
"SFR_V3_RECOMMENDED_G0070_AO","sami_father_v3_0070","answer_only","0","70","404"
"SFR_V3_RECOMMENDED_G0223_FA","sami_father_v3_0223","formalised_argumentation","1","223","405"
"SFR_V3_RECOMMENDED_G0190_FA","sami_father_v3_0190","formalised_argumentation","1","190","406"
"SFR_V3_RECOMMENDED_G0162_FA","sami_father_v3_0162","formalised_argumentation","1","162","407"
"SFR_V3_RECOMMENDED_G0198_AO","sami_father_v3_0198","answer_only","0","198","408"
"SFR_V3_RECOMMENDED_G0227_AO","sami_father_v3_0227","answer_only","0","227","409"
"SFR_V3_RECOMMENDED_G0014_AO","sami_father_v3_0014","answer_only","0","14","410"
"SFR_V3_RECOMMENDED_G0016_FA","sami_father_v3_0016","formalised_argumentation","1","16","411"
"SFR_V3_RECOMMENDED_G0256_FA","sami_father_v3_0256","formalised_argumentation","1","256","412"
"SFR_V3_RECOMMENDED_G0212_FA","sami_father_v3_0212","formalised_argumentation","1","212","413"
"SFR_V3_RECOMMENDED_G0120_AO","sami_father_v3_0120","answer_only","0","120","414"
"SFR_V3_RECOMMENDED_G0106_AO","sami_father_v3_0106","answer_only","0","106","415"
"SFR_V3_RECOMMENDED_G0023_AO","sami_father_v3_0023","answer_only","0","23","416"
"SFR_V3_RECOMMENDED_G0244_AO","sami_father_v3_0244","answer_only","0","244","417"
"SFR_V3_RECOMMENDED_G0114_FA","sami_father_v3_0114","formalised_argumentation","1","114","418"
"SFR_V3_RECOMMENDED_G0134_FA","sami_father_v3_0134","formalised_argumentation","1","134","419"
"SFR_V3_RECOMMENDED_G0235_FA","sami_father_v3_0235","formalised_argumentation","1","235","420"
"SFR_V3_RECOMMENDED_G0152_AO","sami_father_v3_0152","answer_only","0","152","421"
"SFR_V3_RECOMMENDED_G0258_FA","sami_father_v3_0258","formalised_argumentation","1","258","422"
"SFR_V3_RECOMMENDED_G0169_AO","sami_father_v3_0169","answer_only","0","169","423"
"SFR_V3_RECOMMENDED_G0004_AO","sami_father_v3_0004","answer_only","0","4","424"
"SFR_V3_RECOMMENDED_G0063_AO","sami_father_v3_0063","answer_only","0","63","425"
"SFR_V3_RECOMMENDED_G0061_AO","sami_father_v3_0061","answer_only","0","61","426"
"SFR_V3_RECOMMENDED_G0178_FA","sami_father_v3_0178","formalised_argumentation","1","178","427"
"SFR_V3_RECOMMENDED_G0148_AO","sami_father_v3_0148","answer_only","0","148","428"
"SFR_V3_RECOMMENDED_G0229_AO","sami_father_v3_0229","answer_only","0","229","429"
"SFR_V3_RECOMMENDED_G0261_FA","sami_father_v3_0261","formalised_argumentation","1","261","430"
"SFR_V3_RECOMMENDED_G0133_AO","sami_father_v3_0133","answer_only","0","133","431"
"SFR_V3_RECOMMENDED_G0122_FA","sami_father_v3_0122","formalised_argumentation","1","122","432"
"SFR_V3_RECOMMENDED_G0213_FA","sami_father_v3_0213","formalised_argumentation","1","213","433"
"SFR_V3_RECOMMENDED_G0096_AO","sami_father_v3_0096","answer_only","0","96","434"
"SFR_V3_RECOMMENDED_G0195_AO","sami_father_v3_0195","answer_only","0","195","435"
"SFR_V3_RECOMMENDED_G0143_FA","sami_father_v3_0143","formalised_argumentation","1","143","436"
"SFR_V3_RECOMMENDED_G0158_AO","sami_father_v3_0158","answer_only","0","158","437"
"SFR_V3_RECOMMENDED_G0114_AO","sami_father_v3_0114","answer_only","0","114","438"
"SFR_V3_RECOMMENDED_G0255_AO","sami_father_v3_0255","answer_only","0","255","439"
"SFR_V3_RECOMMENDED_G0219_AO","sami_father_v3_0219","answer_only","0","219","440"
"SFR_V3_RECOMMENDED_G0070_FA","sami_father_v3_0070","formalised_argumentation","1","70","441"
"SFR_V3_RECOMMENDED_G0192_AO","sami_father_v3_0192","answer_only","0","192","442"
"SFR_V3_RECOMMENDED_G0054_FA","sami_father_v3_0054","formalised_argumentation","1","54","443"
"SFR_V3_RECOMMENDED_G0178_AO","sami_father_v3_0178","answer_only","0","178","444"
"SFR_V3_RECOMMENDED_G0059_AO","sami_father_v3_0059","answer_only","0","59","445"
"SFR_V3_RECOMMENDED_G0020_FA","sami_father_v3_0020","formalised_argumentation","1","20","446"
"SFR_V3_RECOMMENDED_G0015_FA","sami_father_v3_0015","formalised_argumentation","1","15","447"
"SFR_V3_RECOMMENDED_G0105_FA","sami_father_v3_0105","formalised_argumentation","1","105","448"
"SFR_V3_RECOMMENDED_G0029_AO","sami_father_v3_0029","answer_only","0","29","449"
"SFR_V3_RECOMMENDED_G0146_FA","sami_father_v3_0146","formalised_argumentation","1","146","450"
"SFR_V3_RECOMMENDED_G0010_FA","sami_father_v3_0010","formalised_argumentation","1","10","451"
"SFR_V3_RECOMMENDED_G0194_AO","sami_father_v3_0194","answer_only","0","194","452"
"SFR_V3_RECOMMENDED_G0008_AO","sami_father_v3_0008","answer_only","0","8","453"
"SFR_V3_RECOMMENDED_G0220_FA","sami_father_v3_0220","formalised_argumentation","1","220","454"
"SFR_V3_RECOMMENDED_G0281_FA","sami_father_v3_0281","formalised_argumentation","1","281","455"
"SFR_V3_RECOMMENDED_G0032_FA","sami_father_v3_0032","formalised_argumentation","1","32","456"
"SFR_V3_RECOMMENDED_G0064_AO","sami_father_v3_0064","answer_only","0","64","457"
"SFR_V3_RECOMMENDED_G0193_AO","sami_father_v3_0193","answer_only","0","193","458"
"SFR_V3_RECOMMENDED_G0077_AO","sami_father_v3_0077","answer_only","0","77","459"
"SFR_V3_RECOMMENDED_G0108_AO","sami_father_v3_0108","answer_only","0","108","460"
"SFR_V3_RECOMMENDED_G0034_FA","sami_father_v3_0034","formalised_argumentation","1","34","461"
"SFR_V3_RECOMMENDED_G0177_FA","sami_father_v3_0177","formalised_argumentation","1","177","462"
"SFR_V3_RECOMMENDED_G0090_AO","sami_father_v3_0090","answer_only","0","90","463"
"SFR_V3_RECOMMENDED_G0216_FA","sami_father_v3_0216","formalised_argumentation","1","216","464"
"SFR_V3_RECOMMENDED_G0014_FA","sami_father_v3_0014","formalised_argumentation","1","14","465"
"SFR_V3_RECOMMENDED_G0238_FA","sami_father_v3_0238","formalised_argumentation","1","238","466"
"SFR_V3_RECOMMENDED_G0175_AO","sami_father_v3_0175","answer_only","0","175","467"
"SFR_V3_RECOMMENDED_G0268_AO","sami_father_v3_0268","answer_only","0","268","468"
"SFR_V3_RECOMMENDED_G0111_FA","sami_father_v3_0111","formalised_argumentation","1","111","469"
"SFR_V3_RECOMMENDED_G0023_FA","sami_father_v3_0023","formalised_argumentation","1","23","470"
"SFR_V3_RECOMMENDED_G0055_AO","sami_father_v3_0055","answer_only","0","55","471"
"SFR_V3_RECOMMENDED_G0003_FA","sami_father_v3_0003","formalised_argumentation","1","3","472"
"SFR_V3_RECOMMENDED_G0202_FA","sami_father_v3_0202","formalised_argumentation","1","202","473"
"SFR_V3_RECOMMENDED_G0182_AO","sami_father_v3_0182","answer_only","0","182","474"
"SFR_V3_RECOMMENDED_G0064_FA","sami_father_v3_0064","formalised_argumentation","1","64","475"
"SFR_V3_RECOMMENDED_G0121_FA","sami_father_v3_0121","formalised_argumentation","1","121","476"
"SFR_V3_RECOMMENDED_G0123_AO","sami_father_v3_0123","answer_only","0","123","477"
"SFR_V3_RECOMMENDED_G0069_AO","sami_father_v3_0069","answer_only","0","69","478"
"SFR_V3_RECOMMENDED_G0163_AO","sami_father_v3_0163","answer_only","0","163","479"
"SFR_V3_RECOMMENDED_G0239_AO","sami_father_v3_0239","answer_only","0","239","480"
"SFR_V3_RECOMMENDED_G0044_AO","sami_father_v3_0044","answer_only","0","44","481"
"SFR_V3_RECOMMENDED_G0224_FA","sami_father_v3_0224","formalised_argumentation","1","224","482"
"SFR_V3_RECOMMENDED_G0211_FA","sami_father_v3_0211","formalised_argumentation","1","211","483"
"SFR_V3_RECOMMENDED_G0226_AO","sami_father_v3_0226","answer_only","0","226","484"
"SFR_V3_RECOMMENDED_G0242_FA","sami_father_v3_0242","formalised_argumentation","1","242","485"
"SFR_V3_RECOMMENDED_G0071_FA","sami_father_v3_0071","formalised_argumentation","1","71","486"
"SFR_V3_RECOMMENDED_G0118_FA","sami_father_v3_0118","formalised_argumentation","1","118","487"
"SFR_V3_RECOMMENDED_G0160_FA","sami_father_v3_0160","formalised_argumentation","1","160","488"
"SFR_V3_RECOMMENDED_G0082_FA","sami_father_v3_0082","formalised_argumentation","1","82","489"
"SFR_V3_RECOMMENDED_G0006_FA","sami_father_v3_0006","formalised_argumentation","1","6","490"
"SFR_V3_RECOMMENDED_G0163_FA","sami_father_v3_0163","formalised_argumentation","1","163","491"
"SFR_V3_RECOMMENDED_G0131_FA","sami_father_v3_0131","formalised_argumentation","1","131","492"
"SFR_V3_RECOMMENDED_G0286_FA","sami_father_v3_0286","formalised_argumentation","1","286","493"
"SFR_V3_RECOMMENDED_G0149_FA","sami_father_v3_0149","formalised_argumentation","1","149","494"
"SFR_V3_RECOMMENDED_G0278_FA","sami_father_v3_0278","formalised_argumentation","1","278","495"
"SFR_V3_RECOMMENDED_G0044_FA","sami_father_v3_0044","formalised_argumentation","1","44","496"
"SFR_V3_RECOMMENDED_G0175_FA","sami_father_v3_0175","formalised_argumentation","1","175","497"
"SFR_V3_RECOMMENDED_G0033_FA","sami_father_v3_0033","formalised_argumentation","1","33","498"
"SFR_V3_RECOMMENDED_G0240_AO","sami_father_v3_0240","answer_only","0","240","499"
"SFR_V3_RECOMMENDED_G0035_FA","sami_father_v3_0035","formalised_argumentation","1","35","500"
"SFR_V3_RECOMMENDED_G0156_AO","sami_father_v3_0156","answer_only","0","156","501"
"SFR_V3_RECOMMENDED_G0232_FA","sami_father_v3_0232","formalised_argumentation","1","232","502"
"SFR_V3_RECOMMENDED_G0230_AO","sami_father_v3_0230","answer_only","0","230","503"
"SFR_V3_RECOMMENDED_G0124_FA","sami_father_v3_0124","formalised_argumentation","1","124","504"
"SFR_V3_RECOMMENDED_G0139_AO","sami_father_v3_0139","answer_only","0","139","505"
"SFR_V3_RECOMMENDED_G0283_AO","sami_father_v3_0283","answer_only","0","283","506"
"SFR_V3_RECOMMENDED_G0093_FA","sami_father_v3_0093","formalised_argumentation","1","93","507"
"SFR_V3_RECOMMENDED_G0019_FA","sami_father_v3_0019","formalised_argumentation","1","19","508"
"SFR_V3_RECOMMENDED_G0154_FA","sami_father_v3_0154","formalised_argumentation","1","154","509"
"SFR_V3_RECOMMENDED_G0016_AO","sami_father_v3_0016","answer_only","0","16","510"
"SFR_V3_RECOMMENDED_G0170_FA","sami_father_v3_0170","formalised_argumentation","1","170","511"
"SFR_V3_RECOMMENDED_G0003_AO","sami_father_v3_0003","answer_only","0","3","512"
"SFR_V3_RECOMMENDED_G0037_AO","sami_father_v3_0037","answer_only","0","37","513"
"SFR_V3_RECOMMENDED_G0135_AO","sami_father_v3_0135","answer_only","0","135","514"
"SFR_V3_RECOMMENDED_G0086_AO","sami_father_v3_0086","answer_only","0","86","515"
"SFR_V3_RECOMMENDED_G0247_AO","sami_father_v3_0247","answer_only","0","247","516"
"SFR_V3_RECOMMENDED_G0029_FA","sami_father_v3_0029","formalised_argumentation","1","29","517"
"SFR_V3_RECOMMENDED_G0051_FA","sami_father_v3_0051","formalised_argumentation","1","51","518"
"SFR_V3_RECOMMENDED_G0118_AO","sami_father_v3_0118","answer_only","0","118","519"
"SFR_V3_RECOMMENDED_G0184_AO","sami_father_v3_0184","answer_only","0","184","520"
"SFR_V3_RECOMMENDED_G0115_FA","sami_father_v3_0115","formalised_argumentation","1","115","521"
"SFR_V3_RECOMMENDED_G0140_FA","sami_father_v3_0140","formalised_argumentation","1","140","522"
"SFR_V3_RECOMMENDED_G0073_AO","sami_father_v3_0073","answer_only","0","73","523"
"SFR_V3_RECOMMENDED_G0045_AO","sami_father_v3_0045","answer_only","0","45","524"
"SFR_V3_RECOMMENDED_G0076_AO","sami_father_v3_0076","answer_only","0","76","525"
"SFR_V3_RECOMMENDED_G0107_FA","sami_father_v3_0107","formalised_argumentation","1","107","526"
"SFR_V3_RECOMMENDED_G0057_FA","sami_father_v3_0057","formalised_argumentation","1","57","527"
"SFR_V3_RECOMMENDED_G0167_FA","sami_father_v3_0167","formalised_argumentation","1","167","528"
"SFR_V3_RECOMMENDED_G0161_FA","sami_father_v3_0161","formalised_argumentation","1","161","529"
"SFR_V3_RECOMMENDED_G0030_FA","sami_father_v3_0030","formalised_argumentation","1","30","530"
"SFR_V3_RECOMMENDED_G0093_AO","sami_father_v3_0093","answer_only","0","93","531"
"SFR_V3_RECOMMENDED_G0172_FA","sami_father_v3_0172","formalised_argumentation","1","172","532"
"SFR_V3_RECOMMENDED_G0082_AO","sami_father_v3_0082","answer_only","0","82","533"
"SFR_V3_RECOMMENDED_G0231_FA","sami_father_v3_0231","formalised_argumentation","1","231","534"
"SFR_V3_RECOMMENDED_G0254_AO","sami_father_v3_0254","answer_only","0","254","535"
"SFR_V3_RECOMMENDED_G0013_FA","sami_father_v3_0013","formalised_argumentation","1","13","536"
"SFR_V3_RECOMMENDED_G0002_FA","sami_father_v3_0002","formalised_argumentation","1","2","537"
"SFR_V3_RECOMMENDED_G0095_FA","sami_father_v3_0095","formalised_argumentation","1","95","538"
"SFR_V3_RECOMMENDED_G0035_AO","sami_father_v3_0035","answer_only","0","35","539"
"SFR_V3_RECOMMENDED_G0104_FA","sami_father_v3_0104","formalised_argumentation","1","104","540"
"SFR_V3_RECOMMENDED_G0226_FA","sami_father_v3_0226","formalised_argumentation","1","226","541"
"SFR_V3_RECOMMENDED_G0266_FA","sami_father_v3_0266","formalised_argumentation","1","266","542"
"SFR_V3_RECOMMENDED_G0161_AO","sami_father_v3_0161","answer_only","0","161","543"
"SFR_V3_RECOMMENDED_G0288_AO","sami_father_v3_0288","answer_only","0","288","544"
"SFR_V3_RECOMMENDED_G0221_FA","sami_father_v3_0221","formalised_argumentation","1","221","545"
"SFR_V3_RECOMMENDED_G0166_AO","sami_father_v3_0166","answer_only","0","166","546"
"SFR_V3_RECOMMENDED_G0102_FA","sami_father_v3_0102","formalised_argumentation","1","102","547"
"SFR_V3_RECOMMENDED_G0001_FA","sami_father_v3_0001","formalised_argumentation","1","1","548"
"SFR_V3_RECOMMENDED_G0049_AO","sami_father_v3_0049","answer_only","0","49","549"
"SFR_V3_RECOMMENDED_G0110_FA","sami_father_v3_0110","formalised_argumentation","1","110","550"
"SFR_V3_RECOMMENDED_G0221_AO","sami_father_v3_0221","answer_only","0","221","551"
"SFR_V3_RECOMMENDED_G0270_FA","sami_father_v3_0270","formalised_argumentation","1","270","552"
"SFR_V3_RECOMMENDED_G0137_FA","sami_father_v3_0137","formalised_argumentation","1","137","553"
"SFR_V3_RECOMMENDED_G0247_FA","sami_father_v3_0247","formalised_argumentation","1","247","554"
"SFR_V3_RECOMMENDED_G0183_FA","sami_father_v3_0183","formalised_argumentation","1","183","555"
"SFR_V3_RECOMMENDED_G0024_FA","sami_father_v3_0024","formalised_argumentation","1","24","556"
"SFR_V3_RECOMMENDED_G0015_AO","sami_father_v3_0015","answer_only","0","15","557"
"SFR_V3_RECOMMENDED_G0257_AO","sami_father_v3_0257","answer_only","0","257","558"
"SFR_V3_RECOMMENDED_G0187_AO","sami_father_v3_0187","answer_only","0","187","559"
"SFR_V3_RECOMMENDED_G0141_FA","sami_father_v3_0141","formalised_argumentation","1","141","560"
"SFR_V3_RECOMMENDED_G0083_FA","sami_father_v3_0083","formalised_argumentation","1","83","561"
"SFR_V3_RECOMMENDED_G0150_FA","sami_father_v3_0150","formalised_argumentation","1","150","562"
"SFR_V3_RECOMMENDED_G0098_AO","sami_father_v3_0098","answer_only","0","98","563"
"SFR_V3_RECOMMENDED_G0012_AO","sami_father_v3_0012","answer_only","0","12","564"
"SFR_V3_RECOMMENDED_G0067_FA","sami_father_v3_0067","formalised_argumentation","1","67","565"
"SFR_V3_RECOMMENDED_G0245_AO","sami_father_v3_0245","answer_only","0","245","566"
"SFR_V3_RECOMMENDED_G0084_FA","sami_father_v3_0084","formalised_argumentation","1","84","567"
"SFR_V3_RECOMMENDED_G0162_AO","sami_father_v3_0162","answer_only","0","162","568"
